%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y ex ey
-0.04925	-0.00481	0.005	0.005
-0.01682	-0.00360	0.005	0.005
0.01442	-0.00481	0.005	0.005
0.06126	-0.00240	0.005	0.005
0.06967	-0.00240	0.005	0.005
0.10091	0.00000	0.005	0.005
0.13214	0.00240	0.005	0.005
0.16217	0.00481	0.005	0.005
0.19340	0.00601	0.005	0.005
0.22223	0.00961	0.005	0.005
0.24746	0.01081	0.005	0.005
0.28350	0.01201	0.005	0.005
0.30872	0.01442	0.005	0.005
0.34116	0.01562	0.005	0.005
0.36638	0.01922	0.005	0.005
0.39761	0.02042	0.005	0.005
0.42885	0.02523	0.005	0.005
0.45768	0.03123	0.005	0.005
0.48290	0.03123	0.005	0.005
0.50933	0.03484	0.005	0.005
0.54056	0.03964	0.005	0.005

