%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx dy
8	-3	5	5
28	-3	5	5
47	0	5	5
72	0	5	5
95	5	5	5
119	5	5	5
137	8	5	5
161	12	5	5
182	12	5	5
203	17	5	5
228	19	5	5
247	22	5	5
270	26	5	5
293	26	5	5
312	33	5	5
333	37	5	5
354	40	5	5
374	42	5	5
398	47	5	5
416	52	5	5
439	59	5	5
454	62	5	5
474	68	5	5
498	73	5	5
516	79	5	5
535	82	5	5
560	87	5	5
581	94	5	5
602	91	5	5
621	82	5	5
637	71	5	5
653	62	5	5
671	49	5	5
688	40	5	5
704	31	5	5
718	17	5	5
735	6	5	5
753	-4	5	5
767	-16	5	5
783	-25	5	5
802	-34	5	5
814	-46	5	5
832	-56	5	5
851	-69	5	5
867	-79	5	5
883	-88	5	5
899	-99	5	5
916	-113	5	5
930	-121	5	5
951	-132	5	5
967	-146	5	5

