%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-5.077	2	0.9
-4.577	4	0.9
-4.077	5	0.9
-3.577	7	0.9
-3.077	11	0.9
-2.577	13	0.9
-2.077	18	0.9
-1.577	22	0.9
-1.077	27	0.9
-0.577	29	0.9
-0.077	30	0.9
0.423	30	0.9
0.923	28	0.9
1.423	26	0.9
1.923	20	0.9
2.423	13	0.9
2.923	10	0.9
3.423	7	0.9
3.923	6	0.9
4.423	5	0.9
4.923	2	0.9
5.423	1	0.9
5.923	1	0.9
6.423	0	0.9
6.923	0	0.9
7.423	0	0.9
7.923	0	0.9
8.423	0	0.9
8.923	0	0.9


