%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.4063	0	0.7
-5.9063	0	0.7
-5.4063	0	0.7
-4.9063	0	0.7
-4.4063	2	0.7
-3.9063	4	0.7
-3.4063	5	0.7
-2.9063	11	0.7
-2.4063	14	0.7
-1.9063	19	0.7
-1.4063	23	0.7
-0.9063	33	0.7
-0.4063	38	0.7
0.0937	40	0.7
0.5937	37	0.7
1.0937	33	0.7
1.5937	22	0.7
2.0937	17	0.7
2.5937	9	0.7
3.0937	6	0.7
3.5937	5	0.7
4.0937	2	0.7
4.5937	0	0.7
5.0937	0	0.7
5.5937	0	0.7
6.0937	0	0.7
6.5937	0	0.7
7.0937	0	0.7
7.5937	0	0.7

