%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-4.88	0	1.1
-4.38	1	1.1
-3.88	2	1.1
-3.38	3	1.1
-2.88	5	1.1
-2.38	6	1.1
-1.88	9	1.1
-1.38	10	1.1
-0.88	11	1.1
-0.38	13	1.1
0.12	14	1.1
0.62	15	1.1
1.12	12	1.1
1.62	9	1.1
2.12	6	1.1
2.62	4	1.1
3.12	4	1.1
3.62	3	1.1
4.12	2	1.1
4.62	1	1.1
5.12	1	1.1
5.62	0	1.1
6.12	0	1.1
6.62	0	1.1
7.12	0	1.1
7.62	0	1.1
8.12	0	1.1
8.62	0	1.1
9.12	0	1.1

