%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.2892	0	0.3
-5.7892	0	0.3
-5.2892	0	0.3
-4.7892	0	0.3
-4.2892	0	0.3
-3.7892	0	0.3
-3.2892	0	0.3
-2.7892	1	0.3
-2.2892	4	0.3
-1.7892	11	0.3
-1.2892	22	0.3
-0.7892	29	0.3
-0.2892	36	0.3
0.2108	37	0.3
0.7108	32	0.3
1.2108	22	0.3
1.7108	11	0.3
2.2108	6	0.3
2.7108	3	0.3
3.2108	0	0.3
3.7108	0	0.3
4.2108	0	0.3
4.7108	0	0.3
5.2108	0	0.3
5.7108	0	0.3
6.2108	0	0.3
6.7108	0	0.3
7.2108	0	0.3
7.7108	0	0.3

