%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.2312	0	0.3
-5.7312	0	0.3
-5.2312	0	0.3
-4.7312	0	0.3
-4.2312	0	0.3
-3.7312	1	0.3
-3.2312	2	0.3
-2.7312	7	0.3
-2.2312	16	0.3
-1.7312	29	0.3
-1.2312	46	0.3
-0.7312	57	0.3
-0.2312	62	0.3
0.2688	58	0.3
0.7688	49	0.3
1.2688	41	0.3
1.7688	33	0.3
2.2688	21	0.3
2.7688	9	0.3
3.2688	3	0.3
3.7688	0	0.3
4.2688	0	0.3
4.7688	0	0.3
5.2688	0	0.3
5.7688	0	0.3
6.2688	0	0.3
6.7688	0	0.3
7.2688	0	0.3
7.7688	0	0.3

