%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.3691	0	0.1
-5.8691	0	0.1
-5.3691	0	0.1
-4.8691	0	0.1
-4.3691	0	0.1
-3.8691	0	0.1
-3.3691	0	0.1
-2.8691	1	0.1
-2.3691	14	0.1
-1.8691	38	0.1
-1.3691	56	0.1
-0.8691	81	0.1
-0.3691	99	0.1
0.1309	102	0.1
0.6309	89	0.1
1.1309	72	0.1
1.6309	46	0.1
2.1309	22	0.1
2.6309	5	0.1
3.1309	0	0.1
3.6309	0	0.1
4.1309	0	0.1
4.6309	0	0.1
5.1309	0	0.1
5.6309	0	0.1
6.1309	0	0.1
6.6309	0	0.1
7.1309	0	0.1
7.6309	0	0.1


