%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.7321	0	0.1
-6.2321	0	0.1
-5.7321	0	0.1
-5.2321	0	0.1
-4.7321	0	0.1
-4.2321	0	0.1
-3.7321	0	0.1
-3.2321	4	0.1
-2.7321	34	0.1
-2.2321	57	0.1
-1.7321	105	0.1
-1.2321	154	0.1
-0.7321	199	0.1
-0.2321	222	0.1
0.2679	225	0.1
0.7679	200	0.1
1.2679	149	0.1
1.7679	98	0.1
2.2679	64	0.1
2.7679	19	0.1
3.2679	0	0.1
3.7679	0	0.1
4.2679	0	0.1
4.7679	0	0.1
5.2679	0	0.1
5.7679	0	0.1
6.2679	0	0.1
6.7679	0	0.1
7.2679	0	0.1



