%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y 
-0.052858988	0.001013142
-0.024104554	-0.001394331
0.014452672	0.000596559
0.03970712	0.00074039
0.06856216	0.000733311
0.101168701	0.004175915
0.131173636	0.002918336
0.154027689	0.003162773
0.186583928	0.005405179
0.216689468	0.006547995
0.246744706	0.006490613
0.276799943	0.006433231
0.300904497	0.007827562
0.321257549	0.00577221
0.354963682	0.006764116
0.388669814	0.007756022
0.417625461	0.010149338
0.44523	0.008992365
0.479935118	0.005133178
0.499389792	0.010329314
0.52929412	0.00667134
0.554548568	0.006815171

