%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-5.862	0	0.5
-5.362	0	0.5
-4.862	0	0.5
-4.362	0	0.5
-3.862	2	0.5
-3.362	4	0.5
-2.862	9	0.5
-2.362	15	0.5
-1.862	26	0.5
-1.362	33	0.5
-0.862	39	0.5
-0.362	44	0.5
0.138	46	0.5
0.638	41	0.5
1.138	36	0.5
1.638	29	0.5
2.138	19	0.5
2.638	11	0.5
3.138	8	0.5
3.638	4	0.5
4.138	1	0.5
4.638	0	0.5
5.138	0	0.5
5.638	0	0.5
6.138	0	0.5
6.638	0	0.5
7.138	0	0.5
7.638	0	0.5
8.138	0	0.5


