%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.4743	5	1.1
-5.9743	8	1.1
-5.4743	10	1.1
-4.9743	12	1.1
-4.4743	14	1.1
-3.9743	17	1.1
-3.4743	20	1.1
-2.9743	26	1.1
-2.4743	31	1.1
-1.9743	44	1.1
-1.4743	50	1.1
-0.9743	54	1.1
-0.4743	59	1.1
0.0257	58	1.1
0.5257	56	1.1
1.0257	53	1.1
1.5257	44	1.1
2.0257	36	1.1
2.5257	34	1.1
3.0257	29	1.1
3.5257	24	1.1
4.0257	17	1.1
4.5257	14	1.1
5.0257	12	1.1
5.5257	9	1.1
6.0257	8	1.1
6.5257	4	1.1
7.0257	4	1.1
7.5257	4	1.1

