%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y
-0.049409305	-0.002738359
-0.016953673	-0.002896348
0.014201156	-0.005404428
0.06110946	-0.004965857
0.069510841	-0.005317979
0.100816579	-0.004225467
0.132122317	-0.003132954
0.162227858	-0.001990139
0.193483293	-0.002097824
0.222438939	0.000295492
0.247693387	0.000439323
0.283749611	0.000130425
0.309054363	0.001474453
0.341509995	0.001316464
0.366865049	0.00386069
0.398120484	0.003753005
0.429526828	0.007245912
0.458583081	0.012039622
0.483787226	0.010983256
0.510342478	0.013477178
0.541748822	0.016970085


