%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.3879	0	0.9
-5.8879	4	0.9
-5.3879	8	0.9
-4.8879	10	0.9
-4.3879	13	0.9
-3.8879	15	0.9
-3.3879	21	0.9
-2.8879	29	0.9
-2.3879	34	0.9
-1.8879	42	0.9
-1.3879	50	0.9
-0.8879	57	0.9
-0.3879	60	0.9
0.1121	60	0.9
0.6121	60	0.9
1.1121	53	0.9
1.6121	43	0.9
2.1121	38	0.9
2.6121	32	0.9
3.1121	28	0.9
3.6121	22	0.9
4.1121	14	0.9
4.6121	11	0.9
5.1121	7	0.9
5.6121	4	0.9
6.1121	0	0.9
6.6121	0	0.9
7.1121	0	0.9
7.6121	0	0.9


