%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.5157	0	0.1
-6.0157	0	0.1
-5.5157	0	0.1
-5.0157	0	0.1
-4.5157	0	0.1
-4.0157	0	0.1
-3.5157	0	0.1
-3.0157	1	0.1
-2.5157	21	0.1
-2.0157	56	0.1
-1.5157	81	0.1
-1.0157	119	0.1
-0.5157	149	0.1
-0.0157	159	0.1
0.4843	141	0.1
0.9843	116	0.1
1.4843	89	0.1
1.9843	57	0.1
2.4843	32	0.1
2.9843	2	0.1
3.4843	0	0.1
3.9843	0	0.1
4.4843	0	0.1
4.9843	0	0.1
5.4843	0	0.1
5.9843	0	0.1
6.4843	0	0.1
6.9843	0	0.1
7.4843	0	0.1


