%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y
-0.004750486	0.00140141
0.026655858	0.004894317
0.058011899	0.007187027
0.086866939	0.007179948
0.116922177	0.007122566
0.146927111	0.005864986
0.175782151	0.005857908
0.208288087	0.006900117
0.23704252	0.004492643
0.265947864	0.005685762
0.292503115	0.008179684
0.327308839	0.006720892
0.349113604	0.010616224
0.379168842	0.010558842
0.405623487	0.01065237
0.438079119	0.010494382
0.465733962	0.010537606
0.494689609	0.012930922
0.522344451	0.012974146
0.550049597	0.014217568
0.577805046	0.016661187


