%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.3098	0	0.3
-5.8098	0	0.3
-5.3098	0	0.3
-4.8098	0	0.3
-4.3098	0	0.3
-3.8098	0	0.3
-3.3098	0	0.3
-2.8098	5	0.3
-2.3098	26	0.3
-1.8098	44	0.3
-1.3098	58	0.3
-0.8098	72	0.3
-0.3098	83	0.3
0.1902	84	0.3
0.6902	69	0.3
1.1902	63	0.3
1.6902	42	0.3
2.1902	33	0.3
2.6902	16	0.3
3.1902	7	0.3
3.6902	2	0.3
4.1902	0	0.3
4.6902	0	0.3
5.1902	0	0.3
5.6902	0	0.3
6.1902	0	0.3
6.6902	0	0.3
7.1902	0	0.3
7.6902	0	0.3

