%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y ex ey
-0.02523	-0.00841	0.005	0.005
0.00841	-0.00481	0.005	0.005
0.04084	-0.00841	0.005	0.005
0.07208	-0.00481	0.005	0.005
0.09970	-0.00240	0.005	0.005
0.12613	0.00000	0.005	0.005
0.16097	-0.00120	0.005	0.005
0.18499	-0.00240	0.005	0.005
0.21863	0.00240	0.005	0.005
0.24385	0.00360	0.005	0.005
0.27268	0.00481	0.005	0.005
0.30392	0.00841	0.005	0.005
0.33034	0.00961	0.005	0.005
0.35917	0.01201	0.005	0.005
0.39281	0.01321	0.005	0.005
0.41804	0.01442	0.005	0.005
0.44206	0.01682	0.005	0.005
0.47329	0.01922	0.005	0.005
0.50573	0.02282	0.005	0.005
0.53095	0.02403	0.005	0.005
0.55618	0.02643	0.005	0.005
