%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y 
-0.025556267	-0.007345015
0.008200169	-0.005152912
0.040454588	-0.01011169
0.07181063	-0.00781898
0.099515775	-0.006575558
0.126020724	-0.005281833
0.160776145	-0.007940823
0.184729789	-0.010147084
0.218536528	-0.006754783
0.243790976	-0.006610952
0.272646016	-0.006618031
0.304002057	-0.004325321
0.330456703	-0.004231794
0.359362046	-0.003038675
0.393017875	-0.003246967
0.418272323	-0.003103136
0.442376877	-0.001708805
0.473682615	-0.000616293
0.506238854	0.001626114
0.531493302	0.001769945
0.556798053	0.003113973
