%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.223	0	0.2
-5.723	0	0.2
-5.223	0	0.2
-4.723	0	0.2
-4.223	0	0.2
-3.723	0	0.2
-3.223	0	0.2
-2.723	0	0.2
-2.223	5	0.2
-1.723	16	0.2
-1.223	27	0.2
-0.723	42	0.2
-0.223	51	0.2
0.277	46	0.2
0.777	42	0.2
1.277	28	0.2
1.777	13	0.2
2.277	2	0.2
2.777	1	0.2
3.277	0	0.2
3.777	0	0.2
4.277	0	0.2
4.777	0	0.2
5.277	0	0.2
5.777	0	0.2
6.277	0	0.2
6.777	0	0.2
7.277	0	0.2
7.777	0	0.2


