%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y
1	1032.729215
5	894.512121
10	707.8384754
15	566.0141462
20	480.6540493
25	415.6025286
30	375.475728



