%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx dy
21	-3	5	5
47	-1	5	5
75	4	5	5
103	6	5	5
129	9	5	5
154	10	5	5
180	16	5	5
208	13	5	5
235	18	5	5
259	23	5	5
281	24	5	5
309	27	5	5
330	32	5	5
358	32	5	5
382	38	5	5
405	38	5	5
430	43	5	5
456	46	5	5
476	52	5	5
502	55	5	5
524	62	5	5
546	64	5	5
570	66	5	5
598	66	5	5
621	60	5	5
646	52	5	5
670	43	5	5
690	36	5	5
711	27	5	5
732	16	5	5
755	6	5	5
776	-3	5	5
800	-10	5	5
823	-22	5	5
844	-30	5	5
868	-38	5	5
890	-50	5	5
911	-61	5	5
934	-70	5	5
958	-80	5	5
976	-89	5	5
999	-100	5	5
1020	-112	5	5
1041	-119	5	5
1065	-133	5	5


