%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.3852	0	0.2
-5.8852	0	0.2
-5.3852	0	0.2
-4.8852	0	0.2
-4.3852	0	0.2
-3.8852	0	0.2
-3.3852	0	0.2
-2.8852	0	0.2
-2.3852	18	0.2
-1.8852	43	0.2
-1.3852	73	0.2
-0.8852	95	0.2
-0.3852	111	0.2
0.1148	115	0.2
0.6148	104	0.2
1.1148	81	0.2
1.6148	58	0.2
2.1148	36	0.2
2.6148	14	0.2
3.1148	0	0.2
3.6148	0	0.2
4.1148	0	0.2
4.6148	0	0.2
5.1148	0	0.2
5.6148	0	0.2
6.1148	0	0.2
6.6148	0	0.2
7.1148	0	0.2
7.6148	0	0.2


