%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y ex ey
-0.06847	-0.00721	0.005	0.005
-0.03484	-0.00481	0.005	0.005
-0.00120	-0.00240	0.005	0.005
0.02883	-0.00120	0.005	0.005
0.05045	-0.00120	0.005	0.005
0.08289	0.00000	0.005	0.005
0.12013	0.00240	0.005	0.005
0.14295	0.00360	0.005	0.005
0.16938	0.00721	0.005	0.005
0.20301	0.00841	0.005	0.005
0.23424	0.00841	0.005	0.005
0.26187	0.00961	0.005	0.005
0.29190	0.01201	0.005	0.005
0.32073	0.01321	0.005	0.005
0.34716	0.01442	0.005	0.005
0.38080	0.01442	0.005	0.005
0.41083	0.01562	0.005	0.005
0.43605	0.01802	0.005	0.005
0.46368	0.02162	0.005	0.005
0.49612	0.02403	0.005	0.005
0.52375	0.02403	0.005	0.005
0.55738	0.02643	0.005	0.005

