%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-5.738	1	0.9
-5.238	2	0.9
-4.738	4	0.9
-4.238	4	0.9
-3.738	7	0.9
-3.238	10	0.9
-2.738	17	0.9
-2.238	26	0.9
-1.738	34	0.9
-1.238	36	0.9
-0.738	42	0.9
-0.238	45	0.9
0.262	45	0.9
0.762	41	0.9
1.262	36	0.9
1.762	30	0.9
2.262	24	0.9
2.762	18	0.9
3.262	14	0.9
3.762	9	0.9
4.262	4	0.9
4.762	4	0.9
5.262	2	0.9
5.762	1	0.9
6.262	0	0.9
6.762	0	0.9
7.262	0	0.9
7.762	0	0.9
8.262	0	0.9

