%% LaTeX2e file `data/3cmleerDet.dat'
%% generated by the `filecontents' environment
%% from source `3cm-leer-gauss-plot' on 2015/11/14.
%%
x y dx
-6.7698	0	0.1
-6.2698	0	0.1
-5.7698	0	0.1
-5.2698	0	0.1
-4.7698	0	0.1
-4.2698	0	0.1
-3.7698	0	0.1
-3.2698	2	0.1
-2.7698	42	0.1
-2.2698	70	0.1
-1.7698	90	0.1
-1.2698	122	0.1
-0.7698	177	0.1
-0.2698	188	0.1
0.2302	183	0.1
0.7302	165	0.1
1.2302	128	0.1
1.7302	97	0.1
2.2302	68	0.1
2.7302	52	0.1
3.2302	14	0.1
3.7302	0	0.1
4.2302	0	0.1
4.7302	0	0.1
5.2302	0	0.1
5.7302	0	0.1
6.2302	0	0.1
6.7302	0	0.1
7.2302	0	0.1

